"source_file","record_id","field_name","required","state","detail"
"config/M03A_5_area_measurements.csv","EXP_TEMPLATE_001/electrode_spacing","raw_evidence_path","TRUE","MISSING","user must supply this field"
"config/M03A_5_area_measurements.csv","EXP_TEMPLATE_001/electrode_spacing","raw_evidence_size_bytes","TRUE","MISSING","user must supply this field"
"config/M03A_5_area_measurements.csv","EXP_TEMPLATE_001/electrode_spacing","raw_evidence_sha256","TRUE","MISSING","user must supply this field"
"config/M03A_5_area_measurements.csv","EXP_TEMPLATE_001/electrode_spacing","definition","TRUE","MISSING","user must supply this field"
"config/M03A_5_area_measurements.csv","EXP_TEMPLATE_001/out_of_plane_depth","value_SI","TRUE","MISSING","user must supply this field"
"config/M03A_5_area_measurements.csv","EXP_TEMPLATE_001/out_of_plane_depth","uncertainty_SI","TRUE","MISSING","user must supply this field"
"config/M03A_5_area_measurements.csv","EXP_TEMPLATE_001/out_of_plane_depth","unit","TRUE","MISSING","user must supply this field"
"config/M03A_5_area_measurements.csv","EXP_TEMPLATE_001/out_of_plane_depth","measurement_method","TRUE","MISSING","user must supply this field"
"config/M03A_5_area_measurements.csv","EXP_TEMPLATE_001/out_of_plane_depth","source_reference","TRUE","MISSING","user must supply this field"
"config/M03A_5_area_measurements.csv","EXP_TEMPLATE_001/out_of_plane_depth","raw_evidence_path","TRUE","MISSING","user must supply this field"
"config/M03A_5_area_measurements.csv","EXP_TEMPLATE_001/out_of_plane_depth","raw_evidence_size_bytes","TRUE","MISSING","user must supply this field"
"config/M03A_5_area_measurements.csv","EXP_TEMPLATE_001/out_of_plane_depth","raw_evidence_sha256","TRUE","MISSING","user must supply this field"
"config/M03A_5_area_measurements.csv","EXP_TEMPLATE_001/out_of_plane_depth","definition","TRUE","MISSING","user must supply this field"
"config/M03A_5_area_measurements.csv","EXP_TEMPLATE_001/geometric_electrode_area","value_SI","TRUE","MISSING","user must supply this field"
"config/M03A_5_area_measurements.csv","EXP_TEMPLATE_001/geometric_electrode_area","uncertainty_SI","TRUE","MISSING","user must supply this field"
"config/M03A_5_area_measurements.csv","EXP_TEMPLATE_001/geometric_electrode_area","unit","TRUE","MISSING","user must supply this field"
"config/M03A_5_area_measurements.csv","EXP_TEMPLATE_001/geometric_electrode_area","measurement_method","TRUE","MISSING","user must supply this field"
"config/M03A_5_area_measurements.csv","EXP_TEMPLATE_001/geometric_electrode_area","source_reference","TRUE","MISSING","user must supply this field"
"config/M03A_5_area_measurements.csv","EXP_TEMPLATE_001/geometric_electrode_area","raw_evidence_path","TRUE","MISSING","user must supply this field"
"config/M03A_5_area_measurements.csv","EXP_TEMPLATE_001/geometric_electrode_area","raw_evidence_size_bytes","TRUE","MISSING","user must supply this field"
"config/M03A_5_area_measurements.csv","EXP_TEMPLATE_001/geometric_electrode_area","raw_evidence_sha256","TRUE","MISSING","user must supply this field"
"config/M03A_5_area_measurements.csv","EXP_TEMPLATE_001/geometric_electrode_area","definition","TRUE","MISSING","user must supply this field"
"config/M03A_5_area_measurements.csv","EXP_TEMPLATE_001/EIS_area","value_SI","TRUE","MISSING","user must supply this field"
"config/M03A_5_area_measurements.csv","EXP_TEMPLATE_001/EIS_area","uncertainty_SI","TRUE","MISSING","user must supply this field"
"config/M03A_5_area_measurements.csv","EXP_TEMPLATE_001/EIS_area","unit","TRUE","MISSING","user must supply this field"
"config/M03A_5_area_measurements.csv","EXP_TEMPLATE_001/EIS_area","measurement_method","TRUE","MISSING","user must supply this field"
"config/M03A_5_area_measurements.csv","EXP_TEMPLATE_001/EIS_area","source_reference","TRUE","MISSING","user must supply this field"
"config/M03A_5_area_measurements.csv","EXP_TEMPLATE_001/EIS_area","raw_evidence_path","TRUE","MISSING","user must supply this field"
"config/M03A_5_area_measurements.csv","EXP_TEMPLATE_001/EIS_area","raw_evidence_size_bytes","TRUE","MISSING","user must supply this field"
"config/M03A_5_area_measurements.csv","EXP_TEMPLATE_001/EIS_area","raw_evidence_sha256","TRUE","MISSING","user must supply this field"
"config/M03A_5_area_measurements.csv","EXP_TEMPLATE_001/EIS_area","definition","TRUE","MISSING","user must supply this field"
"config/M03A_5_area_measurements.csv","EXP_TEMPLATE_001/current_density_reporting_area","value_SI","TRUE","MISSING","user must supply this field"
"config/M03A_5_area_measurements.csv","EXP_TEMPLATE_001/current_density_reporting_area","uncertainty_SI","TRUE","MISSING","user must supply this field"
"config/M03A_5_area_measurements.csv","EXP_TEMPLATE_001/current_density_reporting_area","unit","TRUE","MISSING","user must supply this field"
"config/M03A_5_area_measurements.csv","EXP_TEMPLATE_001/current_density_reporting_area","measurement_method","TRUE","MISSING","user must supply this field"
"config/M03A_5_area_measurements.csv","EXP_TEMPLATE_001/current_density_reporting_area","source_reference","TRUE","MISSING","user must supply this field"
"config/M03A_5_area_measurements.csv","EXP_TEMPLATE_001/current_density_reporting_area","raw_evidence_path","TRUE","MISSING","user must supply this field"
"config/M03A_5_area_measurements.csv","EXP_TEMPLATE_001/current_density_reporting_area","raw_evidence_size_bytes","TRUE","MISSING","user must supply this field"
"config/M03A_5_area_measurements.csv","EXP_TEMPLATE_001/current_density_reporting_area","raw_evidence_sha256","TRUE","MISSING","user must supply this field"
"config/M03A_5_area_measurements.csv","EXP_TEMPLATE_001/current_density_reporting_area","definition","TRUE","MISSING","user must supply this field"
"config/M03A_5_direct_conductivity.csv","EXP_TEMPLATE_001/direct_conductivity","conductivity_S_m","TRUE","MISSING","user must supply this field"
"config/M03A_5_direct_conductivity.csv","EXP_TEMPLATE_001/direct_conductivity","uncertainty_S_m","TRUE","MISSING","user must supply this field"
"config/M03A_5_direct_conductivity.csv","EXP_TEMPLATE_001/direct_conductivity","unit","TRUE","MISSING","user must supply this field"
"config/M03A_5_direct_conductivity.csv","EXP_TEMPLATE_001/direct_conductivity","temperature_K","TRUE","MISSING","user must supply this field"
"config/M03A_5_direct_conductivity.csv","EXP_TEMPLATE_001/direct_conductivity","method","TRUE","MISSING","user must supply this field"
"config/M03A_5_direct_conductivity.csv","EXP_TEMPLATE_001/direct_conductivity","cell_constant","TRUE","MISSING","user must supply this field"
"config/M03A_5_direct_conductivity.csv","EXP_TEMPLATE_001/direct_conductivity","cell_constant_unit","TRUE","MISSING","user must supply this field"
"config/M03A_5_direct_conductivity.csv","EXP_TEMPLATE_001/direct_conductivity","calibration_standard","TRUE","MISSING","user must supply this field"
"config/M03A_5_direct_conductivity.csv","EXP_TEMPLATE_001/direct_conductivity","instrument","TRUE","MISSING","user must supply this field"
"config/M03A_5_direct_conductivity.csv","EXP_TEMPLATE_001/direct_conductivity","raw_evidence_path","TRUE","MISSING","user must supply this field"
"config/M03A_5_direct_conductivity.csv","EXP_TEMPLATE_001/direct_conductivity","raw_evidence_size_bytes","TRUE","MISSING","user must supply this field"
"config/M03A_5_direct_conductivity.csv","EXP_TEMPLATE_001/direct_conductivity","raw_evidence_sha256","TRUE","MISSING","user must supply this field"
"config/M03A_5_direct_conductivity.csv","EXP_TEMPLATE_001/direct_conductivity","source_reference","TRUE","MISSING","user must supply this field"
